1 Day Song Growth Rank,Change in 1 Day Song Growth Rank,1 Day Video Count Change,Song Title,Song Artist,Aggregate Video Count,Change in Video Count over Past 7 Days,Aggregate Video Views,Aggregate Video Engagements,Aggregate Sound Count,Top Performing Sound URLs
1450,+871,0.0,Mad World - Eden Prince Remix,Jasmine Thompson,2043.0,-1.0,311209.0,15804.0,1.0,['https://m.tiktok.com/h5/share/music/222572278025437184.html?language=en&source=h5_m&u_code=e0chk2bl1e9dd2&_d=e0chk2bl1e9dd2&share_music_id=222572278025437184']
1451,+2681,0.0,On Somebody,Ava Max,11899.0,-27.0,34397775.0,2737157.0,2.0,"['https://m.tiktok.com/h5/share/music/6775051496728823809.html?language=en&source=h5_m&u_code=e0chc95dij49a6&_d=e0chc95dij49a6&share_music_id=6775051496728823809', 'https://m.tiktok.com/h5/share/music/6973452664021535493.html?language=en&source=h5_m&u_code=e0chchi5k0id0g&_d=e0chchi5k0id0g&share_music_id=6973452664021535493']"
1452,+2523,0.0,Hop Off A Jet (feat. Travis Scott),Young Thug,1554.0,-3.0,4456492.0,550062.0,3.0,"['https://m.tiktok.com/h5/share/music/6772384391290161154.html?language=en&source=h5_m&u_code=e0chcj71i2ld97&_d=e0chcj71i2ld97&share_music_id=6772384391290161154', 'https://m.tiktok.com/h5/share/music/7051012909194939183.html?language=en&source=h5_m&u_code=e0chd79ll6l4hi&_d=e0chd79ll6l4hi&share_music_id=7051012909194939183', 'https://m.tiktok.com/h5/share/music/7014532719698856709.html?language=en&source=h5_m&u_code=e0ci2gaj21b825&_d=e0ci2gaj21b825&share_music_id=7014532719698856709']"
1453,+849,0.0,I Got Feelings,Kevo Muney,2.0,0.0,487419.0,90930.0,1.0,"['https://m.tiktok.com/h5/share/music/6965851287489465094.html?language=en&source=h5_m&u_code=e0chi6b0h90k3k&_d=e0chi6b0h90k3k&share_music_id=6965851287489465094', 'https://m.tiktok.com/h5/share/music/6965851287489465094.html?language=en&source=h5_m&u_code=e0chi6b0h90k3k&_d=e0chi6b0h90k3k&share_music_id=6965851287489465094']"
1454,-877,0.0,Fall Thru,Meek Mill,18276.0,-7.0,1339476.0,180906.0,2.0,"['https://m.tiktok.com/h5/share/music/254081112791203840.html?language=en&source=h5_m&u_code=e0ci280ic58dh0&_d=e0ci280ic58dh0&share_music_id=254081112791203840', 'https://m.tiktok.com/h5/share/music/7043944555359603462.html?language=en&source=h5_m&u_code=e0ci87g9i7ge7h&_d=e0ci87g9i7ge7h&share_music_id=7043944555359603462']"
1455,+998,0.0,Know Better,Kevin Gates,734.0,0.0,283414.0,26198.0,1.0,['https://m.tiktok.com/h5/share/music/222580152990539777.html?language=en&source=h5_m&u_code=e0ci4l74fmgijh&_d=e0ci4l74fmgijh&share_music_id=222580152990539777']
1456,+840,0.0,Apologize Broken Down - Acoustic,grandson,26.0,1.0,8971.0,971.0,1.0,['https://m.tiktok.com/h5/share/music/6709638189205686273.html?language=en&source=h5_m&u_code=e0chb6a35c48lc&_d=e0chb6a35c48lc&share_music_id=6709638189205686273']
1457,+863,0.0,Happier - Cazzette Remix,Ed Sheeran,20.0,0.0,31106.0,4288.0,1.0,['https://m.tiktok.com/h5/share/music/6704964875791108097.html?language=en&source=h5_m&u_code=e0chk46a5f5368&_d=e0chk46a5f5368&share_music_id=6704964875791108097']
1458,+845,0.0,Brand New,Shoreline Mafia,3.0,0.0,51831.0,7142.0,2.0,"['https://m.tiktok.com/h5/share/music/6947771930732677893.html?language=en&source=h5_m&u_code=e0ci6g3h1bam3a&_d=e0ci6g3h1bam3a&share_music_id=6947771930732677893', 'https://m.tiktok.com/h5/share/music/6955702824109869830.html?language=en&source=h5_m&u_code=e0chjl5d6l67fc&_d=e0chjl5d6l67fc&share_music_id=6955702824109869830']"
1459,+842,0.0,Sober - Jarreau Vandal Remix,Mahalia,1.0,0.0,20120.0,1111.0,1.0,['https://m.tiktok.com/h5/share/music/6964820234045852422.html?language=en&source=h5_m&u_code=e0chhgbcejfche&_d=e0chhgbcejfche&share_music_id=6964820234045852422']
1460,-369,0.0,Yikes,Jack Harlow,126.0,1.0,151038.0,12786.0,1.0,['https://m.tiktok.com/h5/share/music/6826918404390127617.html?language=en&source=h5_m&u_code=e0ci1bj63a50ja&_d=e0ci1bj63a50ja&share_music_id=6826918404390127617']
1461,+799,0.0,The Prayer,Kevin Gates,85.0,0.0,35756.0,3503.0,1.0,['https://m.tiktok.com/h5/share/music/6704930194961991682.html?language=en&source=h5_m&u_code=e0ci8e2ekl7h4c&_d=e0ci8e2ekl7h4c&share_music_id=6704930194961991682']
1462,+802,0.0,Laugh,Benjamin Scheuer,300.0,-1.0,1596947.0,129716.0,1.0,['https://m.tiktok.com/h5/share/music/238405636114350080.html?language=en&source=h5_m&u_code=e0ci3lfh16f0d8&_d=e0ci3lfh16f0d8&share_music_id=238405636114350080']
1463,+831,0.0,Sincerely - Instrumental,YoungBoy Never Broke Again,87.0,-2.0,305887.0,41698.0,1.0,['https://m.tiktok.com/h5/share/music/7011665978610321410.html?language=en&source=h5_m&u_code=e0ci7l81m0j019&_d=e0ci7l81m0j019&share_music_id=7011665978610321410']
1464,+2123,0.0,The Devil's Den,Skrillex,93.0,-1.0,223046.0,18200.0,4.0,"['https://m.tiktok.com/h5/share/music/224439970865004544.html?language=en&source=h5_m&u_code=e0chai0d0i5a2c&_d=e0chai0d0i5a2c&share_music_id=224439970865004544', 'https://m.tiktok.com/h5/share/music/7024811266740865819.html?language=en&source=h5_m&u_code=e0ci8klfk6f28b&_d=e0ci8klfk6f28b&share_music_id=7024811266740865819', 'https://m.tiktok.com/h5/share/music/6945945337655773957.html?language=en&source=h5_m&u_code=e0chf97k998f80&_d=e0chf97k998f80&share_music_id=6945945337655773957']"
1465,-407,0.0,Do It (feat. Lil Wayne),O.T. Genasis,34.0,0.0,857360.0,48312.0,1.0,['https://m.tiktok.com/h5/share/music/6704984261595760641.html?language=en&source=h5_m&u_code=e0chcdf9g7k6km&_d=e0chcdf9g7k6km&share_music_id=6704984261595760641']
1466,+1125,0.0,Reptile's Theme,Skrillex,111.0,0.0,117702.0,16094.0,3.0,"['https://m.tiktok.com/h5/share/music/6704463087862303493.html?language=en&source=h5_m&u_code=e0ci3g520c83mi&_d=e0ci3g520c83mi&share_music_id=6704463087862303493', 'https://m.tiktok.com/h5/share/music/7048423115940170501.html?language=en&source=h5_m&u_code=e0ci9539j4696l&_d=e0ci9539j4696l&share_music_id=7048423115940170501', 'https://m.tiktok.com/h5/share/music/7019379665752181509.html?language=en&source=h5_m&u_code=e0ci6jj2m10j59&_d=e0ci6jj2m10j59&share_music_id=7019379665752181509']"
1467,+2100,0.0,Whatchu On Today (feat. Polo G),Bankrol Hayden,2479.0,-11.0,4519538.0,616947.0,2.0,"['https://m.tiktok.com/h5/share/music/6841679375423784961.html?language=en&source=h5_m&u_code=e0chjd1l70gfg1&_d=e0chjd1l70gfg1&share_music_id=6841679375423784961', 'https://m.tiktok.com/h5/share/music/6979056021922679558.html?language=en&source=h5_m&u_code=e0ci74hee84dbk&_d=e0ci74hee84dbk&share_music_id=6979056021922679558']"
1468,+824,0.0,LIKE THIS,Jack Harlow,6.0,0.0,268407.0,33334.0,1.0,['https://m.tiktok.com/h5/share/music/6705080754864392193.html?language=en&source=h5_m&u_code=e0ci8l8e3gl0b5&_d=e0ci8l8e3gl0b5&share_music_id=6705080754864392193']
1469,-670,0.0,800 db cloud,100 gecs,1244.0,-1.0,1139612.0,315124.0,1.0,['https://m.tiktok.com/h5/share/music/6787869424792635394.html?language=en&source=h5_m&u_code=e0ci81jj9da869&_d=e0ci81jj9da869&share_music_id=6787869424792635394']
1470,+843,0.0,Medicated (feat. Chevy Woods & Juicy J),Wiz Khalifa,1117.0,-1.0,762024.0,51153.0,3.0,"['https://m.tiktok.com/h5/share/music/6704975121003579394.html?language=en&source=h5_m&u_code=e0chi5201g8ada&_d=e0chi5201g8ada&share_music_id=6704975121003579394', 'https://m.tiktok.com/h5/share/music/96589195.html?language=en&source=h5_m&u_code=e0chl52g21ehlj&_d=e0chl52g21ehlj&share_music_id=96589195', 'https://m.tiktok.com/h5/share/music/6977735285199112965.html?language=en&source=h5_m&u_code=e0ci62168ablij&_d=e0ci62168ablij&share_music_id=6977735285199112965']"
1471,+1171,0.0,HEAVY HITTER,Jack Harlow,1.0,0.0,59436.0,7084.0,1.0,['https://m.tiktok.com/h5/share/music/7002719844915219205.html?language=en&source=h5_m&u_code=e0ci944e740281&_d=e0ci944e740281&share_music_id=7002719844915219205']
1472,+1021,0.0,Someone Else’s Dream (Trinix Remix),Absofacto,3.0,0.0,9993.0,567.0,1.0,['https://m.tiktok.com/h5/share/music/6910042592126241542.html?language=en&source=h5_m&u_code=e0ci6m5hm290ki&_d=e0ci6m5hm290ki&share_music_id=6910042592126241542']
1473,+865,0.0,Love (Validation),CARYS,8.0,0.0,26825.0,2160.0,1.0,['https://m.tiktok.com/h5/share/music/6877855327509809153.html?language=en&source=h5_m&u_code=e0ci73b1kij2lj&_d=e0ci73b1kij2lj&share_music_id=6877855327509809153']
1474,+1010,0.0,Up - Instrumental,Cardi B,61.0,-3.0,1113834.0,298250.0,1.0,['https://m.tiktok.com/h5/share/music/6939231380434160389.html?language=en&source=h5_m&u_code=e0ci4cci6k608f&_d=e0ci4cci6k608f&share_music_id=6939231380434160389']
1475,+1184,0.0,Lick Shots,Missy Elliott,1.0,0.0,10585.0,489.0,1.0,['https://m.tiktok.com/h5/share/music/7017001283731180294.html?language=en&source=h5_m&u_code=e0chhc3kkfei1d&_d=e0chhc3kkfei1d&share_music_id=7017001283731180294']
1476,+1142,0.0,She Got It Made,Plies,111.0,0.0,36935.0,3042.0,1.0,['https://m.tiktok.com/h5/share/music/239928545228087296.html?language=en&source=h5_m&u_code=e0chm64dagbi5d&_d=e0chm64dagbi5d&share_music_id=239928545228087296']
1477,+1142,0.0,Big Dick Energy,Rico Nasty,223.0,-1.0,203879.0,28204.0,1.0,['https://m.tiktok.com/h5/share/music/5000000001415066634.html?language=en&source=h5_m&u_code=e0ci0ijgbimjl8&_d=e0ci0ijgbimjl8&share_music_id=5000000001415066634']
1478,+1004,0.0,Matches (ye. Remix),Cash Cash & ROZES,5.0,0.0,30013.0,2377.0,1.0,['https://m.tiktok.com/h5/share/music/229903296277491712.html?language=en&source=h5_m&u_code=e0chddl2k87mjh&_d=e0chddl2k87mjh&share_music_id=229903296277491712']
1479,+1172,0.0,Tidal Wave - Mansionair Remix,Portugal. The Man,30.0,0.0,1440996.0,53112.0,1.0,['https://m.tiktok.com/h5/share/music/6613261438389602310.html?language=en&source=h5_m&u_code=e0chc033ibk3a4&_d=e0chc033ibk3a4&share_music_id=6613261438389602310']
1480,+1173,0.0,Mistake,NoCap,20.0,0.0,1566536.0,159390.0,1.0,['https://m.tiktok.com/h5/share/music/6953362030715767557.html?language=en&source=h5_m&u_code=e0chgg3542l1f9&_d=e0chgg3542l1f9&share_music_id=6953362030715767557']
1481,+300,0.0,Alone with Me,Vance Joy,74.0,0.0,97476.0,11546.0,2.0,"['https://m.tiktok.com/h5/share/music/6704956023674783745.html?language=en&source=h5_m&u_code=e0ci9539j4696l&_d=e0ci9539j4696l&share_music_id=6704956023674783745', 'https://m.tiktok.com/h5/share/music/6955916352880298757.html?language=en&source=h5_m&u_code=e0ci49j942ki18&_d=e0ci49j942ki18&share_music_id=6955916352880298757']"
1482,+1020,0.0,Compliments (feat. Kris Stephens) - Single Version,Tank,2.0,0.0,18126.0,2620.0,1.0,['https://m.tiktok.com/h5/share/music/7008311740232518405.html?language=en&source=h5_m&u_code=e0chkadm9ka5ic&_d=e0chkadm9ka5ic&share_music_id=7008311740232518405']
1483,+1177,0.0,Party's Over (feat. Father),GRANDMA,1.0,0.0,783.0,118.0,1.0,['https://m.tiktok.com/h5/share/music/6982237462718319365.html?language=en&source=h5_m&u_code=e0che58fc59ee9&_d=e0che58fc59ee9&share_music_id=6982237462718319365']
1484,+1001,0.0,Introduction,Lil Eazzyy,2.0,0.0,173355.0,23240.0,2.0,"['https://m.tiktok.com/h5/share/music/7049895551747377925.html?language=en&source=h5_m&u_code=e0chiclm52idbf&_d=e0chiclm52idbf&share_music_id=7049895551747377925', 'https://m.tiktok.com/h5/share/music/6957748874949741318.html?language=en&source=h5_m&u_code=e0chmmdlh5jdbk&_d=e0chmmdlh5jdbk&share_music_id=6957748874949741318']"
1485,+1090,0.0,On My Dick - Instrumental,Plies,3.0,0.0,38565.0,2689.0,1.0,['https://m.tiktok.com/h5/share/music/7041830759451085615.html?language=en&source=h5_m&u_code=e0chhfl06186di&_d=e0chhfl06186di&share_music_id=7041830759451085615']
1486,+1177,0.0,Win,Nasty Cherry,131.0,0.0,561927.0,79322.0,1.0,['https://m.tiktok.com/h5/share/music/6751029018092374017.html?language=en&source=h5_m&u_code=e0ci83gmd6m290&_d=e0ci83gmd6m290&share_music_id=6751029018092374017']
1487,+1007,0.0,Make Me Feel - EDX Dubai Skyline Remix,Janelle Monáe,2.0,0.0,34747.0,1755.0,1.0,['https://m.tiktok.com/h5/share/music/6936357413750655750.html?language=en&source=h5_m&u_code=e0ci823hi1a1g7&_d=e0ci823hi1a1g7&share_music_id=6936357413750655750']
1488,+1145,0.0,DON'T LOOK BACK IN ANGER,Smith & Myers,1.0,0.0,4910.0,775.0,1.0,['https://m.tiktok.com/h5/share/music/6935569137590733573.html?language=en&source=h5_m&u_code=e0chbhlbhck35e&_d=e0chbhlbhck35e&share_music_id=6935569137590733573']
1489,+157,0.0,Jenny (feat. Kim Petras),Studio Killers,79.0,0.0,335585.0,31008.0,3.0,"['https://m.tiktok.com/h5/share/music/7023891315033230086.html?language=en&source=h5_m&u_code=e0chf303bbg37k&_d=e0chf303bbg37k&share_music_id=7023891315033230086', 'https://m.tiktok.com/h5/share/music/7043447847479544582.html?language=en&source=h5_m&u_code=e0chjh9ca63bf8&_d=e0chjh9ca63bf8&share_music_id=7043447847479544582', 'https://m.tiktok.com/h5/share/music/7039405335773301510.html?language=en&source=h5_m&u_code=e0ci3i71gjif5h&_d=e0ci3i71gjif5h&share_music_id=7039405335773301510']"
1490,+1130,0.0,In Love With Me,Xavier Weeks,322.0,-1.0,4329426.0,752969.0,1.0,['https://m.tiktok.com/h5/share/music/6752968376089348869.html?language=en&source=h5_m&u_code=e0ci0m11ga9lab&_d=e0ci0m11ga9lab&share_music_id=6752968376089348869']
1491,-446,0.0,We Can (feat. Tory Lanez),Kranium,78.0,0.0,104389.0,8994.0,2.0,"['https://m.tiktok.com/h5/share/music/6704977226275751938.html?language=en&source=h5_m&u_code=e0chlk69g87j08&_d=e0chlk69g87j08&share_music_id=6704977226275751938', 'https://m.tiktok.com/h5/share/music/7033506301976349446.html?language=en&source=h5_m&u_code=e0ci7h7d8i3eab&_d=e0ci7h7d8i3eab&share_music_id=7033506301976349446']"
1492,+1009,0.0,What a Shame,Shinedown,367.0,1.0,1503833.0,53046.0,2.0,"['https://m.tiktok.com/h5/share/music/225801230512488448.html?language=en&source=h5_m&u_code=e0ci68e24k58eb&_d=e0ci68e24k58eb&share_music_id=225801230512488448', 'https://m.tiktok.com/h5/share/music/223931827500011520.html?language=en&source=h5_m&u_code=e0chk7l7i2clhi&_d=e0chk7l7i2clhi&share_music_id=223931827500011520']"
1493,+997,0.0,Black Tee,Gucci Mane,24.0,0.0,19028.0,688.0,1.0,['https://m.tiktok.com/h5/share/music/6786408266999007233.html?language=en&source=h5_m&u_code=e0ci723ee7jhck&_d=e0ci723ee7jhck&share_music_id=6786408266999007233']
1494,+1138,0.0,How It All Works Out,Faouzia,221.0,0.0,6791044.0,1357816.0,1.0,['https://m.tiktok.com/h5/share/music/6847603803898775553.html?language=en&source=h5_m&u_code=e0chfam469hj45&_d=e0chfam469hj45&share_music_id=6847603803898775553']
1495,+1143,0.0,Break from Love,Trey Songz,54.0,0.0,10150.0,1204.0,1.0,['https://m.tiktok.com/h5/share/music/6705003998652401665.html?language=en&source=h5_m&u_code=e0chklmac5dd55&_d=e0chklmac5dd55&share_music_id=6705003998652401665']
1496,+1085,0.0,Swirv,Bizzy Banks,3.0,0.0,73517.0,4348.0,2.0,"['https://m.tiktok.com/h5/share/music/6975667856079883014.html?language=en&source=h5_m&u_code=e0ci57b8dfag2g&_d=e0ci57b8dfag2g&share_music_id=6975667856079883014', 'https://m.tiktok.com/h5/share/music/6989839121938205445.html?language=en&source=h5_m&u_code=e0chglb68m68j1&_d=e0chglb68m68j1&share_music_id=6989839121938205445']"
1497,+1087,0.0,Girls Just Wanna Have Fun - Recorded at Spotify Studios NYC,Charlotte Lawrence,3.0,0.0,1505454.0,230871.0,1.0,['https://m.tiktok.com/h5/share/music/7036443567862516485.html?language=en&source=h5_m&u_code=e0chf15ajhj29b&_d=e0chf15ajhj29b&share_music_id=7036443567862516485']
1498,+1163,0.0,Gasoline (feat. Laura White),Cash Cash,110.0,1.0,562502.0,21838.0,2.0,"['https://m.tiktok.com/h5/share/music/6826908412773664770.html?language=en&source=h5_m&u_code=e0ci6hef9b1jdi&_d=e0ci6hef9b1jdi&share_music_id=6826908412773664770', 'https://m.tiktok.com/h5/share/music/6954795982806600454.html?language=en&source=h5_m&u_code=e0chddl2k87mjh&_d=e0chddl2k87mjh&share_music_id=6954795982806600454']"
1499,+1083,0.0,Twilight (War with God),Kevin Gates,225.0,2.0,57467.0,5788.0,1.0,['https://m.tiktok.com/h5/share/music/6704930260661569537.html?language=en&source=h5_m&u_code=e0chfbe2m1b6em&_d=e0chfbe2m1b6em&share_music_id=6704930260661569537']
1500,+2186,0.0,Super Saiyan,Lil Uzi Vert,2385.0,-3.0,2206942.0,148626.0,1.0,['https://m.tiktok.com/h5/share/music/224360446655590400.html?language=en&source=h5_m&u_code=e0chih3bhfecmi&_d=e0chih3bhfecmi&share_music_id=224360446655590400']
1501,+1138,0.0,Comin Home,Trey Songz,14321.0,-4.0,2156248.0,282453.0,2.0,"['https://m.tiktok.com/h5/share/music/175263758032879616.html?language=en&source=h5_m&u_code=e0chj10305a8bm&_d=e0chj10305a8bm&share_music_id=175263758032879616', 'https://m.tiktok.com/h5/share/music/168373923078815744.html?language=en&source=h5_m&u_code=e0ci54906hi7dd&_d=e0ci54906hi7dd&share_music_id=168373923078815744']"
1502,+1126,0.0,Recess (feat. Fatman Scoop and Michael Angelakos) - Ape Drums Remix,Skrillex,3.0,0.0,11130.0,881.0,1.0,['https://m.tiktok.com/h5/share/music/7011149317159734017.html?language=en&source=h5_m&u_code=e0chfga0e0lfbe&_d=e0chfga0e0lfbe&share_music_id=7011149317159734017']
1503,+1146,0.0,When I'm Gone,Kevo Muney,2.0,0.0,1466.0,138.0,1.0,['https://m.tiktok.com/h5/share/music/224328555437113344.html?language=en&source=h5_m&u_code=e0chbajj1he545&_d=e0chbajj1he545&share_music_id=224328555437113344']
1504,+1055,0.0,My Baby (feat. Zhavia Ward),Lil Skies,2.0,0.0,166461.0,15268.0,2.0,"['https://m.tiktok.com/h5/share/music/7006451409562438406.html?language=en&source=h5_m&u_code=e0ci3c281ed32l&_d=e0ci3c281ed32l&share_music_id=7006451409562438406', 'https://m.tiktok.com/h5/share/music/6980383502810254085.html?language=en&source=h5_m&u_code=e0chlbc685h15f&_d=e0chlbc685h15f&share_music_id=6980383502810254085']"
1505,+2100,0.0,Feelings Fade,Garrett Nash,231.0,3.0,1296131.0,302051.0,3.0,"['https://m.tiktok.com/h5/share/music/6969398584831740677.html?language=en&source=h5_m&u_code=e0chjce6gi9393&_d=e0chjce6gi9393&share_music_id=6969398584831740677', 'https://m.tiktok.com/h5/share/music/6967175611034929925.html?language=en&source=h5_m&u_code=e0ci1bj63dkk18&_d=e0ci1bj63dkk18&share_music_id=6967175611034929925', 'https://m.tiktok.com/h5/share/music/6999441544151649030.html?language=en&source=h5_m&u_code=e0ci4h2182b527&_d=e0ci4h2182b527&share_music_id=6999441544151649030']"
1506,+1120,0.0,Time Spent,Quando Rondo,8.0,0.0,106445.0,10140.0,4.0,"['https://m.tiktok.com/h5/share/music/7024641829379705606.html?language=en&source=h5_m&u_code=e0chl2115ehcd2&_d=e0chl2115ehcd2&share_music_id=7024641829379705606', 'https://m.tiktok.com/h5/share/music/7024485089656851206.html?language=en&source=h5_m&u_code=e0chf4f305h332&_d=e0chf4f305h332&share_music_id=7024485089656851206', 'https://m.tiktok.com/h5/share/music/7023855941242211078.html?language=en&source=h5_m&u_code=e0chhej0flkddi&_d=e0chhej0flkddi&share_music_id=7023855941242211078']"
1507,+980,0.0,Taped Up Heart (feat. Clara Mae),KREAM,3597.0,-2.0,1217629.0,73437.0,5.0,"['https://m.tiktok.com/h5/share/music/224519448161009664.html?language=en&source=h5_m&u_code=e0chfga0e0lfbe&_d=e0chfga0e0lfbe&share_music_id=224519448161009664', 'https://m.tiktok.com/h5/share/music/6518658202644122371.html?language=en&source=h5_m&u_code=e0chja77l1gel3&_d=e0chja77l1gel3&share_music_id=6518658202644122371', 'https://m.tiktok.com/h5/share/music/6950441436118534917.html?language=en&source=h5_m&u_code=e0ci3451ii78el&_d=e0ci3451ii78el&share_music_id=6950441436118534917']"
1508,-541,0.0,Flooded,Lil Skies,286.0,1.0,254269.0,26462.0,1.0,['https://m.tiktok.com/h5/share/music/6704950499222751233.html?language=en&source=h5_m&u_code=e0chfc5j35a6k1&_d=e0chfc5j35a6k1&share_music_id=6704950499222751233']
1509,+2793,0.0,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",A Boogie Wit da Hoodie,3186.0,-13.0,15244280.0,2724742.0,5.0,"['https://m.tiktok.com/h5/share/music/6793185758745200641.html?language=en&source=h5_m&u_code=e0chh621h9mg34&_d=e0chh621h9mg34&share_music_id=6793185758745200641', 'https://m.tiktok.com/h5/share/music/6793180598870476802.html?language=en&source=h5_m&u_code=e0chhj4j0c2bi2&_d=e0chhj4j0c2bi2&share_music_id=6793180598870476802', 'https://m.tiktok.com/h5/share/music/7018948436372458246.html?language=en&source=h5_m&u_code=e0chddl2k87mjh&_d=e0chddl2k87mjh&share_music_id=7018948436372458246']"
1510,+1053,0.0,Funny,Rob Thomas,42.0,0.0,11304.0,1264.0,1.0,['https://www.tiktok.com/music/Funny-6848902610422876162?_r=1&language=en&source=h5_m&u_code=e0cheeghgj8fd8&_d=e0cheeghgj8fd8&share_music_id=6848902610422876162']
1511,+1058,0.0,The Room Where It Happens - Instrumental,Original Broadway Cast of Hamilton,470.0,-1.0,1035997.0,262164.0,1.0,['https://m.tiktok.com/h5/share/music/6696664550600624901.html?language=en&source=h5_m&u_code=e0ci233l0859ml&_d=e0ci233l0859ml&share_music_id=6696664550600624901']
1512,+1054,0.0,Envious (feat. Juicy J),Killumantii,9.0,0.0,100475.0,3398.0,1.0,['https://m.tiktok.com/h5/share/music/6990692252834171654.html?language=en&source=h5_m&u_code=e0cha57ai3h4a7&_d=e0cha57ai3h4a7&share_music_id=6990692252834171654']
1513,+1055,0.0,You and Your Friends (feat. Snoop Dogg & Ty Dolla $ign),Wiz Khalifa,70.0,0.0,22125.0,2160.0,1.0,['https://m.tiktok.com/h5/share/music/5000000001125511723.html?language=en&source=h5_m&u_code=e0chcm6j01m7fd&_d=e0chcm6j01m7fd&share_music_id=5000000001125511723']
1514,+1057,0.0,Hercules,Young Thug,3.0,0.0,75084.0,6470.0,3.0,"['https://m.tiktok.com/h5/share/music/7017902653053127429.html?language=en&source=h5_m&u_code=e0chf456lch5fk&_d=e0chf456lch5fk&share_music_id=7017902653053127429', 'https://m.tiktok.com/h5/share/music/7004491481536940805.html?language=en&source=h5_m&u_code=e0chi8fee92g78&_d=e0chi8fee92g78&share_music_id=7004491481536940805', 'https://m.tiktok.com/h5/share/music/6999273367815654150.html?language=en&source=h5_m&u_code=e0ci7m0m3k607d&_d=e0ci7m0m3k607d&share_music_id=6999273367815654150']"
1515,+1072,0.0,Sweet but Psycho - Morgan Page Remix,Ava Max,3.0,0.0,62810.0,934.0,1.0,['https://m.tiktok.com/h5/share/music/7042301404714666778.html?language=en&source=h5_m&u_code=e0ci7k61imhd49&_d=e0ci7k61imhd49&share_music_id=7042301404714666778']
1516,+1049,0.0,This Is How I Feel - Interlude,Tank,1.0,0.0,5993.0,437.0,1.0,['https://m.tiktok.com/h5/share/music/6960478888376027910.html?language=en&source=h5_m&u_code=e0ci5jgehf5h87&_d=e0ci5jgehf5h87&share_music_id=6960478888376027910']
1517,+2196,0.0,Mine - Umru Remix,Slayyyter,124.0,-1.0,182212.0,13159.0,1.0,['https://m.tiktok.com/h5/share/music/6705216769918765057.html?language=en&source=h5_m&u_code=e0chi6ejijj808&_d=e0chi6ejijj808&share_music_id=6705216769918765057']
1518,+1068,0.0,Hot Sauce,Bizzy Banks,1.0,0.0,23505.0,1633.0,1.0,['https://m.tiktok.com/h5/share/music/6828510991714633730.html?language=en&source=h5_m&u_code=e0chkjkg1a04bh&_d=e0chkjkg1a04bh&share_music_id=6828510991714633730']
1519,+1090,0.0,Intro: Fuck 12,Gucci Mane,2406.0,0.0,6700208.0,1004554.0,1.0,['https://m.tiktok.com/h5/share/music/214244142057627649.html?language=en&source=h5_m&u_code=e0chmdmi8i93dl&_d=e0chmdmi8i93dl&share_music_id=214244142057627649']
1520,+1050,0.0,Same Boat (feat. Mereba),Kojey Radical,43.0,0.0,64488.0,9547.0,1.0,['https://m.tiktok.com/h5/share/music/6835401900695767042.html?language=en&source=h5_m&u_code=e0chai0i28dgb6&_d=e0chai0i28dgb6&share_music_id=6835401900695767042']
1521,+2052,0.0,Palace - Justin Caruso Remix,Hayley Kiyoko,4021.0,-1.0,483536.0,46200.0,1.0,['https://m.tiktok.com/h5/share/music/223960742352506880.html?language=en&source=h5_m&u_code=e0chfc5j35a6k1&_d=e0chfc5j35a6k1&share_music_id=223960742352506880']
1522,+1055,0.0,I'll Be There,Crooked Colours,113.0,0.0,1349454.0,192910.0,1.0,"['https://m.tiktok.com/h5/share/music/6579833680208857863.html?language=en&source=h5_m&u_code=e0ci0h20e35b6i&_d=e0ci0h20e35b6i&share_music_id=6579833680208857863', 'https://m.tiktok.com/h5/share/music/6738033459886852098.html?language=en&source=h5_m&u_code=e0chl283cha982&_d=e0chl283cha982&share_music_id=6738033459886852098', 'https://m.tiktok.com/h5/share/music/6704974709370390529.html?language=en&source=h5_m&u_code=e0chj681kb64e4&_d=e0chj681kb64e4&share_music_id=6704974709370390529']"
1523,-554,0.0,Ur Man,Slayyyter,77.0,4.0,78557.0,9293.0,1.0,['https://m.tiktok.com/h5/share/music/6732292069051631618.html?language=en&source=h5_m&u_code=e0chgd6gmgbb31&_d=e0chgd6gmgbb31&share_music_id=6732292069051631618']
1524,+1089,0.0,Hard,Rico Nasty,102.0,0.0,56102.0,8914.0,1.0,"['https://m.tiktok.com/h5/share/music/6705080882455119873.html?language=en&source=h5_m&u_code=e0chj60230h717&_d=e0chj60230h717&share_music_id=6705080882455119873', 'https://m.tiktok.com/h5/share/music/6948050205208021765.html?language=en&source=h5_m&u_code=e0ci1g3bjfa5l5&_d=e0ci1g3bjfa5l5&share_music_id=6948050205208021765']"
1525,+1118,0.0,Lil Boy Shit,Skooly,1.0,0.0,24123.0,2034.0,1.0,['https://m.tiktok.com/h5/share/music/6975479436682791685.html?language=en&source=h5_m&u_code=e0chja1b90cc5b&_d=e0chja1b90cc5b&share_music_id=6975479436682791685']
1526,+1089,0.0,Peepin out the Blinds,Gucci Mane,97.0,-1.0,48285.0,3810.0,1.0,['https://m.tiktok.com/h5/share/music/5000000001326244161.html?language=en&source=h5_m&u_code=e0chjed68ce739&_d=e0chjed68ce739&share_music_id=5000000001326244161']
